"Sector Wise Projects"

"Sr.No.","Sector","Line Ministry","ProjectID","Project Name","Original Cost
(in Cr)","Latest Revised Cost
(in Cr)","Expenditure (Cumm.)
(in Cr)"
"1454","Roads & Highways","Ministry of Road Transport & Highways","619096","Goa / Karnataka Km.93.700 to Kundapur Km.283.30","1644.92","1990.99","1849.51"
"1455","Roads & Highways","Ministry of Road Transport & Highways","619097","Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala","1181.12","1573.18","1534.73"
"1456","Roads & Highways","Ministry of Road Transport & Highways","619098","Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.","1424.77","2139.18","1066.67"
"1457","Roads & Highways","Ministry of Road Transport & Highways","619099","6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703 near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka from km 39.000 to km 93.000 of NH-754A Pkg-2","1801.37","2172.71","1268.39"
"1458","Roads & Highways","Ministry of Road Transport & Highways","619100","Dhangaon - Borgaon section km 81.000 to km 139.000 [Indore - Edlabad Pkg IV]","866","1185.04","746.57"
"1459","Roads & Highways","Ministry of Road Transport & Highways","619101","4L Shahpur to Muktainagar from Km. 186.000 to km 216.278 of NH 753L Pkg II of Boregaon Buzurg to Muktainagar","784.35","659.52","330.42"
"1460","Roads & Highways","Ministry of Road Transport & Highways","619102","4 L of China Orampadu-Renigunta section of NH-716 Package-II of Kadapa-Renigunta section","1500.11","1500.11","121.06"
"1461","Roads & Highways","Ministry of Road Transport & Highways","619103","4/6 Laning of Raipur-Simga Pkg-I from km. 0.00 to km. 48.58","1096.52","1172.36","905.32"
"1462","Roads & Highways","Ministry of Road Transport & Highways","619105","6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga-Barnala Road NH-703 near village Tallewal to Jn. with Delhi-Katra Expressway NE-5 near Ludhiana village Ballowal from Km 30.300 to Km 75.543 of NH-754AD Pkg-2","1555.13","1564.66","711.39"
"1463","Roads & Highways","Ministry of Road Transport & Highways","619106","4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund-Raichur Section of NH 748 A Package-5","1141.88","868.65","255.41"
"1464","Roads & Highways","Ministry of Road Transport & Highways","619107","4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund-Raichur Section of NH-748A Package-4","1311.41","1123.35","227.73"
"1465","Roads & Highways","Ministry of Road Transport & Highways","619108","4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1","1452.43","1256.55","490.31"
"1466","Roads & Highways","Ministry of Road Transport & Highways","619109","6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD Package OD-3","1101.76","1374.43","713.46"
"1467","Roads & Highways","Ministry of Road Transport & Highways","619111","6L Jakkuva Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg 2","840.51","840.51","573.9"
"1468","Roads & Highways","Ministry of Road Transport & Highways","619112","6L Kantakapalle Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 Pkg-4","1012.57","1012.57","702.4"
"1469","Roads & Highways","Ministry of Road Transport & Highways","619114","Indore - Harda Pkg-II [Raghavgarh to Nanasa from km. 29.30 to km. 92.30]","1081.51","1146.63","369.46"
"1470","Roads & Highways","Ministry of Road Transport & Highways","619117","Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka","1021.57","1091.4","1068.91"
"1471","Roads & Highways","Ministry of Road Transport & Highways","619118","Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000","2510.04","2632.91","2464.91"
"1472","Roads & Highways","Ministry of Road Transport & Highways","619119","Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha","999.32","1178.31","1128.52"
"1473","Roads & Highways","Ministry of Road Transport & Highways","619120","Nidagatta-Mysore Pkg II","2919.8","4113.89","3715.84"
"1474","Roads & Highways","Ministry of Road Transport & Highways","619123","6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10","813.66","678.21","223.35"
"1475","Roads & Highways","Ministry of Road Transport & Highways","619124","6L Access Controlled Greenfield Highway from Polavaram Ch. 260000 to Marripudi Ch. 285500 of [NH-544G]Package-12","747.29","626.83","250.93"
"1476","Roads & Highways","Ministry of Road Transport & Highways","619125","6L Access Controlled Greenfield Highway from Somavarappadu Ch.314.600 to Muppavaram Ch.343240 of [NH-544G] Package-14","1103.9","943.66","267.61"
"1477","Roads & Highways","Ministry of Road Transport & Highways","619126","6L Access Controlled Greenfield Highway from Marripudi Ch. 285500 to Somavarappadu Ch. 314600 of [NH-544G] Package-13","976.41","798.71","370.82"
"1478","Roads & Highways","Ministry of Road Transport & Highways","619127","4L of Greenfield Alignment from Km. 47.000 to Km. 89.210 of Balbhadarpur to Bela Nawda Section of NH-119D","2185.75","2118.46","764.97"
"1479","Roads & Highways","Ministry of Road Transport & Highways","619128","Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117]","615.78","981.64","524.11"
"1480","Roads & Highways","Ministry of Road Transport & Highways","619129","Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur]","1360.54","1477.94","904.84"
"1481","Roads & Highways","Ministry of Road Transport & Highways","619130","Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam]","1116.13","1463.75","804.69"
"1482","Roads & Highways","Ministry of Road Transport & Highways","619131","Four Laning of Chettikulam to Natham section of NH-785","837.61","823.93","641.93"
"1483","Roads & Highways","Ministry of Road Transport & Highways","619132","4/6L of Gurgaon - Pataudi - Rewari from km. 0.00 to km.43.87 of NH-352W","1810.04","1917.5","1267.55"
"1484","Roads & Highways","Ministry of Road Transport & Highways","619134","6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157","1641.66","1904.79","1277.92"
"1485","Roads & Highways","Ministry of Road Transport & Highways","619136","Rehabilitation and Upgradation of Chorma - Bairgania Section of National Highway No 227F to 2 lane with paved shoulders from Design Ch.0.000 to Ch. 34.566","610.78","628.65","337.4"
"1486","Roads & Highways","Ministry of Road Transport & Highways","619138","Yekkambi-Haveri","294.62","309.9","94.8"
"1487","Roads & Highways","Ministry of Road Transport & Highways","619139","Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package III from Km 9.700 to Km 14.185","1299.36","1299.36","193.34"
"1488","Roads & Highways","Ministry of Road Transport & Highways","619140","6L of Naidupeta Junction - Turpukanupur Section from km 57.046 to km 91.927","1398.84","965.58","388.87"
"1489","Roads & Highways","Ministry of Road Transport & Highways","619141","Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including six lane flyover and approaches on NH-16 length km 1.050 and six lane access controlled from Turpu Kanupur to Port South Gate Part 2 of Package - II km 23.770 to km 35.015 on New NH-516W in the state of Andhra Pradesh on HAM Mode under Bharatmala Pariyojana Phase I","864.2","844.39","358.97"
"1490","Roads & Highways","Ministry of Road Transport & Highways","619142","Construction of 4-lane connectivity to Banbasa ICP at India Nepal border from NH-09 old NH-125 Sitarganj-Tanakpur at Km 40.00 near Jagbuda bridge under Bharatmala Priyojana of NH-109D on EPC mode in the State of Uttarakhand","216.97","237.01","213.92"
"1491","Roads & Highways","Ministry of Road Transport & Highways","619143","4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada from BrahmanapalliK village at Design Ch. 250.400 Km to Remidicherla village at Design Ch. 280.200 KmPackage-II","826.01","862.58","175.85"
"1492","Roads & Highways","Ministry of Road Transport & Highways","619145","Four Laning of Una to Kodinar from km. 180.478 to km. 221.610 Package-V","877.71","1126.66","1008.79"
"1493","Roads & Highways","Ministry of Road Transport & Highways","619149","4L of Ratnagiri - Kolhapur section of NH-166 from km 0.000 to km 19.769 and km 31.000 to km 67.140 Pkg I","1774.03","2108.41","1444.74"
"1494","Roads & Highways","Ministry of Road Transport & Highways","619150","BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH-209 in Karnataka","2082.69","2859.93","2242.71"
"1495","Roads & Highways","Ministry of Road Transport & Highways","619152","Bakhtiyarpur Km 153.300 to Mokama Km 197.900","1898.84","1898.84","1799.23"
"1496","Roads & Highways","Ministry of Road Transport & Highways","619153","4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA","1002.11","1363.04","819.72"
"1497","Roads & Highways","Ministry of Road Transport & Highways","619154","Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package III [from Pindari km 78.150 to Rawalganj Bypass Km 117.120] on EPC Mode in the state of Uttar Pradesh.","1493.5","1493.59","1044.81"
"1498","Roads & Highways","Ministry of Road Transport & Highways","619155","Upgradation and 4L of Haridwar Bypass from Km 0.000 Km 188.100 of NH-58 to Km. 15.100 Km 5.100 of NH 74 PKg-1","1602.89","1423.89","770.27"
"1499","Roads & Highways","Ministry of Road Transport & Highways","619156","4 Laning of Paramakudi to Ramanathapuram Section of NH-87 Old NH-49","1853.16","1853.16","169.53"
"1500","Roads & Highways","Ministry of Road Transport & Highways","619157","4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH-149 and km 301.875 - km 335.946 of NH-53 Pkg-I","795.18","810.71","715.74"
"1501","Roads & Highways","Ministry of Road Transport & Highways","619158","4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III","789","907.61","724.96"
"1502","Roads & Highways","Ministry of Road Transport & Highways","619160","Balance works in AP Portion and punch list items in TN & AP portion of NH-205","166.52","113.46","98.52"
"1503","Roads & Highways","Ministry of Road Transport & Highways","619161","Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai-Tirupati Package-1","1376.1","1247.7","181.78"
"1504","Roads & Highways","Ministry of Road Transport & Highways","619162","4L of Najibabad Bypass from Km. 105.423 to Km. 118.373 excluding 2.45 Km. of NH-74 Bypass of NH-119","578.02","566.9","440.93"
"1505","Roads & Highways","Ministry of Road Transport & Highways","619163","4L of Baramati to Indapur Pkg-II from km. 41.400 to km. 84.550 of NH-965G Saint Tukaram Marg","1471.32","1297.48","1071"
"1506","Roads & Highways","Ministry of Road Transport & Highways","619164","Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A","1214.3","1195.74","917.82"
"1507","Roads & Highways","Ministry of Road Transport & Highways","619165","Thanamcherla-Jamandlapally 2LPS","177.18","18.65","8.3"
"1508","Roads & Highways","Ministry of Road Transport & Highways","619166","Umagaon-Saharsa Package-V Bakaur-Parsarma-Bangaon-Bariyahi & Spur to Mahishi","768.35","968.42","509.32"
"1509","Roads & Highways","Ministry of Road Transport & Highways","619167","4 Laning with PS of Pathrapalli-Katghora km 53.3 to km 92.6 Pkg-II of Bilaspur Kathghora","865.1","1275.26","853.85"
"1510","Roads & Highways","Ministry of Road Transport & Highways","619168","6L access controlled Greenfield highway of Junction of EPE Vill.-Mavikalan to Vill.-Lohadda from Km. 0.000 to Km. 27.000 Pkg-1","1602.48","1497.94","1423.29"
"1511","Roads & Highways","Ministry of Road Transport & Highways","619181","Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of NH-53 Old NH 5A from Km.60.000 to Km.76.646 Package-4","882.45","1009.92","196.67"
"1512","Roads & Highways","Ministry of Road Transport & Highways","619183","Widening of Existing Road from Intermediate Lane 2-lane to 4-lane Between Km 19.994 to Km 35.180 of NH-848A Rakholi-Khadoli-Velugam Section in U.T. of Dadra and Nagar Haveli and Daman and Diu","198.06","239.57","77.74"
"1513","Roads & Highways","Ministry of Road Transport & Highways","619184","Rehabilitation and up-gradation and completion of balance works of the section from Km 107.760 km to 129.445 km After Middle strait to Humphrey, Km 130.600 to 138.300 After Humphrey to Kadamtala of NH-4 Intermediate/2-Lane with hard shoulder in the Union Territory of Andaman & Nicobar Islands on EPC basis Package-IIIA","207.45","376.48","0"
"1514","Roads & Highways","Ministry of Road Transport & Highways","619185","Rehabilitation and up-gradation and completion of balance work of section from Km 155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis - Package-III.B Balance work","183.56","333.12","163.63"
"1515","Roads & Highways","Ministry of Road Transport & Highways","619186","Construction of Balance works of Major Bridge over Middle Strait Creek between Km.106.590 to km108.553 of NH-04 connecting South Andaman & Baratang Island in the Union Territory of Andaman & Nicobar Islands on EPC basis","262.96","371.88","112.15"
"1516","Roads & Highways","Ministry of Road Transport & Highways","619187","Slope protection and landslide mitigation at 4 vulnerable locations km 1.950 to Km 2.100, km 11.100 to 11.450, km 22.435 to km 22.485 and km 22.610 to km 22.680 within Sevoke-Rangpo section of NH-10 old NH-31A in Darjeeling & Kalimpong district in the State of West Bengal on EPC mode","152.27","152.27","21.2"
"1517","Roads & Highways","Ministry of Road Transport & Highways","619193","Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode","295.47","334.82","375.14"
"1518","Roads & Highways","Ministry of Road Transport & Highways","619194","Construction of Four Lane Gola Flyover at Km 99.850 of NH 730 Major Junction with State Highways -93 of Engineering, Procurement and Construction EPC mode in the State of Uttar Pradesh.","168.05","168.05","0"
"1519","Roads & Highways","Ministry of Road Transport & Highways","619197","Delhi-Vadodara Greenfield Alignment NH-148N Pkg-27 Ch.729.700 to Ch.756.052","1185.69","1259.27","1045.08"
"1520","Roads & Highways","Ministry of Road Transport & Highways","619198","Vadodara Mumbai Expressway Phase II - Pkg XII [Km. 50.700 to Km. 77.000] Masvan - Ganjad","1711.38","2388.52","979.42"
"1521","Roads & Highways","Ministry of Road Transport & Highways","619199","Bangalore Chennai Expressway Phase-II Pkg-I from km.71.000 to Km 96.000 Bethamangala in the state of Karnataka to Byreddypalli","1410.01","1410.01","744.42"
"1522","Roads & Highways","Ministry of Road Transport & Highways","619200","Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH-354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity]","1641.75","1951.7","1364.2"
"1523","Roads & Highways","Ministry of Road Transport & Highways","619201","Karnal ring road Lot-4/Pkg-1","1741.45","2041.54","834.54"
"1524","Roads & Highways","Ministry of Road Transport & Highways","619202","Dwarka Expressway from Km -0.600 to Km 5.300 - Pkg-I Shivmurti Chowk-RuB near Dwarka Sector 21","2144.67","3929.5","3512.17"
"1525","Roads & Highways","Ministry of Road Transport & Highways","619203","Vadape to Thane from km 539.202 to km 563.000 section of NH-3 new NH-848","1252.92","1371.27","491.86"
"1526","Roads & Highways","Ministry of Road Transport & Highways","619204","Capacity Augmentation in the stretch of Pimpri Sado Vadape section of NH848 Km. 460900 to Km. 537000 by Construction of Slip/Service Road on either side at various locations total length 25.140 Km LHSRHS, Flyover 2 x 25m at Borivali Junction Km. 528550 & LVUP 1 x 15m at Sherekarpada Km. 528800","372.03","372.03","1.5"
"1527","Roads & Highways","Ministry of Road Transport & Highways","619205","Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20","1981.07","2681.48","1701.33"
"1528","Roads & Highways","Ministry of Road Transport & Highways","619206","6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66","3041.65","3867.66","2526.45"
"1529","Roads & Highways","Ministry of Road Transport & Highways","619207","Start of Kollam Bypass - Kadambattukonam","2641.37","3309.06","1990.71"
"1530","Roads & Highways","Ministry of Road Transport & Highways","619208","Kadambattukonam-Kazhakuttom","3635.64","3526.33","2124.13"
"1531","Roads & Highways","Ministry of Road Transport & Highways","619210","Dharampuri-Lonand from km. 117.00 to 166.40 Pkg-IV on Mohol-Alandi Section","1411.71","1358.68","1474.28"
"1532","Roads & Highways","Ministry of Road Transport & Highways","619211","6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III","2104.7","2065.83","984.28"
"1533","Roads & Highways","Ministry of Road Transport & Highways","619212","6L Access Controlled Greenfield Highway of Julekal village to Dinnedevarapadu village from Km 242.200 to Km 280.400 Pkg-2","1227.57","1315.87","539.17"
"1534","Roads & Highways","Ministry of Road Transport & Highways","619213","6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD Package OD-2","791.17","1070.63","733.61"
"1535","Roads & Highways","Ministry of Road Transport & Highways","619214","4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section","688","684.54","600.43"
"1536","Roads & Highways","Ministry of Road Transport & Highways","619215","Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha","991.41","1168.82","1083.8"
"1537","Roads & Highways","Ministry of Road Transport & Highways","619216","6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786","1491.72","1122.86","791.92"
"1538","Roads & Highways","Ministry of Road Transport & Highways","619217","4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74","1659.12","1622.49","1546.89"
"1539","Roads & Highways","Ministry of Road Transport & Highways","619218","4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195","1364.14","1692.12","1336.55"
"1540","Roads & Highways","Ministry of Road Transport & Highways","619219","4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206","1505.85","1989.89","1298.78"
"1541","Roads & Highways","Ministry of Road Transport & Highways","619220","Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206","1444.5","1834.81","872.97"
"1542","Roads & Highways","Ministry of Road Transport & Highways","619221","Realignment of Rudrapur-Kathgodam Section of NH-87 New NH-109 From Design Chainage 000 Existing Chainage Km.54050 To Design Chainage 7875 Existing Chainage Km.61550 Due To Proposed Expansion Of Pantnagar Airport in the state of Uttarakhand.","252.97","252.97","0.14"
"1543","Roads & Highways","Ministry of Road Transport & Highways","619222","Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205","467.99","699.68","595.08"
"1544","Roads & Highways","Ministry of Road Transport & Highways","619248","lmprovement and Widening to 2-lane with Paved Shoulder of NH-13 & 15 Old NH-52 from Existing Km 745.60 Design Km 0.000 to Existing km 770.600 Design Km 24.819 Brahmakund T-junction to Kamlang T-Junction, Existing Length 25.00 Km, Design Length 24.819 Km in the state of Arunachal Pradesh on EPC mode Pkg-1","441.41","441.41","25.88"
"1545","Roads & Highways","Ministry of Road Transport & Highways","619251","Construction of two lane with paved shoulder of Ghatol Bypass from km 133.250 to km 140.950 of NH-56 old NH No. 113 on EPC mode in the State of Rajasthan.","170.49","170.49","0"
"1546","Roads & Highways","Ministry of Road Transport & Highways","619253","Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25","516.17","516.17","0"
"1547","Roads & Highways","Ministry of Road Transport & Highways","619265","Rehabilitation & Upgradation of Thorrur to Nehru Nagar section to Two Lane with Paved shoulders from Km 109/420 to Km 178/500 of NH 930P in the state of Telangana on EPC mode under Annual Plan 2022-2023","675.45","675.45","0"
"1548","Roads & Highways","Ministry of Road Transport & Highways","619270","Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode","910.91","910.91","0"
"1549","Roads & Highways","Ministry of Road Transport & Highways","619271","Construction of Elevated Corridor at Kherwara Town on Udaipur Ratanpur Shamlaji Section of NH-48 in Udaipur District in the State of Rajasthan on EPC mode","363.89","363.89","0.38"
"1550","Roads & Highways","Ministry of Road Transport & Highways","619289","4L of Munger Mirzachauki section from Munger to Kharia village junction from Km 69520 to Km 95580 Pkg-1","1659.81","1696.66","685.48"
"1551","Roads & Highways","Ministry of Road Transport & Highways","619292","4L Medinipur to Ballupur from Km. 458.65 to Km. 487.65 of NH-07Pkg-2","1092.9","1072.5","739.13"
"1552","Roads & Highways","Ministry of Road Transport & Highways","619293","Construction of 4 Lane Access Controlled Bypass for Dehradun on NH307 from Design Chainage km 0050 Jhajra on NH-07 to Design Chainage km 12220 Asharori on EPC Mode in the State of Uttarakhand under NHO","715.97","337.11","191.78"
"1553","Roads & Highways","Ministry of Road Transport & Highways","619294","Road Safety Improvement of existing four lane section of Dehradun-Lal Tappar-Nepali Farm Section of NH-7 and Nepali Farm-Motichur NH-34 on EPC Mode in Uttarakhand under NHO.","720.67","388.19","10.86"
"1554","Roads & Highways","Ministry of Road Transport & Highways","619295","Four/Six laning of Bhaniyawala-Jollygrant-Rishikesh spur section of NH-07 from Km. 0.000 to Km 19.780","742.43","664.92","13.35"
"1555","Roads & Highways","Ministry of Road Transport & Highways","619297","Upgradation of Existing Two Lane Carriageway to Two Lane Carriageway with Paved Shoulder from Ch. 665686 Existing Km. 665.686 in Khanpur Village in Vansda Taluka to Ch. 710470 Existing Km. 710.483 in Karvad Village in Vapi Taluka Length 44.784 Km Section of NH-56 in the State of Gujarat on EPC Mode","647.2","647.2","9.24"
"1556","Roads & Highways","Ministry of Road Transport & Highways","619298","Construction of 6 Lane Elevated corridor from KM 612582 to KM 617540 including construction of Service Roads in Kolhapur City on NH -48 in the State of Maharashtra on EPC mode under NHO","1039","1039","0.06"
"1557","Roads & Highways","Ministry of Road Transport & Highways","619299","Construction of a 6-Lane Elevated Corridor from Km 593766 to Km 596620 Including Construction of Service Roads in Kagal City on NH-48 in the State of Maharashtra on EPC Mode.","357.99","357.99","0.08"
"1558","Roads & Highways","Ministry of Road Transport & Highways","619300","Construction of Four Lane Nagpur-Katol section of NH-353J including Mitigation Structures from Design Ch. 37000 to Ch. 45990 Tiger Corridor-I Mitigation Structures from Design Ch. 37000 to Ch. 45990 Tiger Corridor-I in the State of Maharashtra on EPC Mode","300.68","300.68","0"
"1559","Roads & Highways","Ministry of Road Transport & Highways","619301","Construction of Approach Road to Rail-cum- Road Bridge across river Ganga at Munger Ghat NH-333 B","537.88","633.91","573.97"
"1560","Roads & Highways","Ministry of Road Transport & Highways","619305","4L of Munger Mirzachauki section from start of existing Bhagalpur bypass to Rasulpur from Km 125000 to Km 157350 Pkg-3","1769.5","2024.59","675.5"
"1561","Roads & Highways","Ministry of Road Transport & Highways","619306","4L of Munger Mirzachauki section from Km 95580 to Km 125000 Pkg-2","1020.84","1235.65","643"
"1562","Roads & Highways","Ministry of Road Transport & Highways","619307","4L of Munger Mirzachauki section from Km 157350 to Km 193931 Pkg-4","1376.56","1481.58","893.34"
"1563","Roads & Highways","Ministry of Road Transport & Highways","619308","6L access-controlled highway from Ganeshpur tonear Mohand of Ganeshpur Dehradun section from Km.0 to Km.8.3 of NH-72A Package-1","836.24","835.74","811.86"
"1564","Roads & Highways","Ministry of Road Transport & Highways","619317","4L of Hajipur-Muzaffarpur Section of the existing NH-77 from Km. 0000 Ramashish Chowk to Km. 46300 and new bypass starting at Km. 46300 and connecting NH-28 of E-W Corridor at Km. 515045","2723.39","2906.78","2160.8"
"1565","Roads & Highways","Ministry of Road Transport & Highways","619318","4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km. 0.00 to Km. 37.7 including spur to Kharar with Ludhiana bypass of NH-205K Pkg-1","1368.91","1382.48","533.33"
"1566","Roads & Highways","Ministry of Road Transport & Highways","619321","Balance work of widening to two laning/re-alignment and geometric improvement from Km. 11000 to Km. 114618 with rectification of damaged stretches and provision of protection works in vulnerable location of NH-44 in the State of Mizoram.","170.96","170.96","0"
"1567","Roads & Highways","Ministry of Road Transport & Highways","619347","Balance Work Estimate of Rehabilitation and Up-gradation of NH- 43 from Km. 468.600 to Km. 531.250 Pathalgaon to kunkuri Section to two-lane with paved shoulder in the State of Chhattisgarh on SBD mode under NHO under Annual plan 2025-26","201.16","201.16","0"
"1568","Shipping","Ministry of Ports, Shipping and Waterways","609424","Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode","4243.64","4243.64","2737.7"
"1569","Shipping","Ministry of Ports, Shipping and Waterways","617804","Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT basis - Phase II","153.23","153.23","97.45"
"1570","Shipping","Ministry of Ports, Shipping and Waterways","701570","Replacement and revamping of pipeline projects in oil jetty area, Kandla","171","211.61","149.5"
"1571","Shipping","Ministry of Ports, Shipping and Waterways","701574","Deepening and Optimization of Inner Harbour facilities including development of Western Dock on BOT basis to handle Cape size vessels","3004.63","3004.63","2261.12"
"1572","Steel","Ministry of Steel","364934","Stamp Charge Battery No.12 By-product Plant at IISCO Steel Plant","999.46","999.46","70.37"
"1573","Steel","Ministry of Steel","400121","Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.","1043.63","1043.63","649.52"
"1574","Steel","Ministry of Steel","400174","New Sinter Plant at BSL, SAIL","1034.01","1752.3","1028.11"
"1575","Steel","Ministry of Steel","425828","Stamp Charge Battery No.12 Coke Dry Cooling Plant at IISCO Steel Plant","706.51","706.51","132.26"
"1576","Steel","Ministry of Steel","478482","Stamp Charge Battery No.7 Coke Dry Cooling Plant at RSP","1064.55","1064.55","73.91"
"1577","Steel","Ministry of Steel","505491","Installation of 140 TPH Walking Beam type Reheating Furnace in Plate Mill at BSP","268.36","268.36","0"
"1578","Steel","Ministry of Steel","589703","Implementation of Treatment System-2 Under ZLD at RSP","216.02","216.02","134.29"
"1579","Steel","Ministry of Steel","612781","Rebuilding of COB 4 at Durgapur Steel Plant","916.78","916.78","244.78"
"1580","Steel","Ministry of Steel","617242","Installation of New Bar Mill at Durgapur Steel Plant","2115.44","2115.44","935.57"
"1581","Steel","Ministry of Steel","617243","Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant","198.62","198.62","129.25"
"1582","Steel","Ministry of Steel","617246","Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant","758.09","758.09","316.01"
"1583","Steel","Ministry of Steel","617248","Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant","227.96","227.96","111.44"
"1584","Steel","Ministry of Steel","617249","Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant","211.94","211.94","60.6"
"1585","Steel","Ministry of Steel","617250","Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant","207.13","207.13","103.47"
"1586","Steel","Ministry of Steel","617251","Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant","196.4","196.4","65.74"
"1587","Steel","Ministry of Steel","617254","Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter Plant-1 at Bokaro Steel Plant","260.37","260.37","127.53"
